timestamp,frame,raw_pred,smooth_pred,prob_NoAct,prob_Loose,prob_UniL,prob_UniR,prob_TAsyL,prob_TAsyR,prob_TSym,R_err_mean,L_err_mean,R_trans_vel,L_trans_vel,rel_pos_rate_norm,R_joint_mean,L_joint_mean,R_err_raw_0,R_err_raw_1,R_err_raw_2,R_err_raw_3,R_err_raw_4,R_err_raw_5,R_err_raw_6,R_err_raw_7,R_err_raw_8,R_err_raw_9,R_err_raw_10,R_err_raw_11,L_err_raw_0,L_err_raw_1,L_err_raw_2,L_err_raw_3,L_err_raw_4,L_err_raw_5,L_err_raw_6,L_err_raw_7,L_err_raw_8,L_err_raw_9,L_err_raw_10,L_err_raw_11
1771195182.314,3,1,1,0.0001,0.9985,0.0001,0.0013,0.0000,0.0000,0.0000,0.000582,0.000145,0.000000,0.000000,0.000000,0.403171,0.395753,0.000000,0.000000,0.000000,0.000000,0.001745,0.000000,0.001745,0.000000,-0.001745,0.001745,0.001745,0.000000,0.000000,0.000000,-0.001745,0.000000,0.001745,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1771195182.415,6,1,1,0.0001,0.9985,0.0001,0.0013,0.0000,0.0000,0.0000,0.000582,0.000145,0.000000,0.000000,0.000000,0.403026,0.395753,0.000000,0.000000,0.000000,0.000000,0.001745,0.000000,0.001745,0.000000,0.000000,0.001745,0.001745,0.000000,0.000000,0.000000,-0.001745,0.000000,0.001745,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1771195182.515,9,1,1,0.0001,0.9985,0.0001,0.0013,0.0000,0.0000,0.0000,0.000436,0.000145,0.000000,0.000000,0.000000,0.403317,0.395753,0.000000,0.000000,0.000000,0.000000,0.001745,0.000000,0.001745,0.000000,0.000000,-0.001745,0.001745,0.000000,0.000000,0.000000,-0.001745,0.000000,0.001745,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1771195182.616,12,1,1,0.0001,0.9985,0.0001,0.0013,0.0000,0.0000,0.0000,0.000582,0.000145,0.000000,0.000000,0.000000,0.403317,0.395753,0.000000,0.000000,0.000000,0.000000,0.001745,0.000000,0.001745,0.000000,0.001745,-0.003491,0.001745,0.000000,0.000000,0.000000,-0.001745,0.000000,0.001745,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1771195182.715,15,1,1,0.0001,0.9985,0.0001,0.0013,0.0000,0.0000,0.0000,0.000436,0.000145,0.000000,0.000000,0.000000,0.403317,0.395753,0.000000,0.000000,0.000000,0.000000,0.001745,0.000000,0.001745,0.000000,0.000000,-0.001745,0.001745,0.000000,0.000000,0.000000,-0.001745,0.000000,0.001745,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1771195182.816,18,1,1,0.0001,0.9985,0.0001,0.0013,0.0000,0.0000,0.0000,0.000582,0.000145,0.000000,0.000000,0.000000,0.403171,0.395753,0.000000,0.000000,0.000000,0.000000,0.001745,0.000000,0.001745,0.000000,-0.001745,0.001745,0.001745,0.000000,0.000000,0.000000,-0.001745,0.000000,0.001745,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1771195182.916,21,1,1,0.0001,0.9985,0.0001,0.0013,0.0000,0.0000,0.0000,0.000727,0.000145,0.000000,0.000000,0.000000,0.402880,0.395899,0.000000,0.000000,0.000000,0.000000,0.001745,0.000000,0.001745,0.000000,0.000000,0.003491,0.001745,0.000000,0.000000,0.000000,-0.003491,0.000000,0.001745,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1771195183.017,24,1,1,0.0001,0.9985,0.0001,0.0013,0.0000,0.0000,0.0000,0.000436,0.000145,0.000000,0.000000,0.000000,0.403317,0.395899,0.000000,0.000000,0.000000,0.000000,0.001745,0.000000,0.001745,0.000000,0.000000,-0.001745,0.001745,0.000000,0.000000,0.000000,-0.003491,0.000000,0.001745,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1771195183.117,27,1,1,0.0001,0.9985,0.0001,0.0013,0.0000,0.0000,0.0000,0.000582,0.000145,0.000000,0.000000,0.000000,0.403462,0.395753,0.000000,0.000000,0.000000,0.000000,0.001745,0.000000,0.001745,0.000000,0.001745,-0.005236,0.001745,0.000000,0.000000,0.000000,-0.001745,0.000000,0.001745,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1771195183.217,30,1,1,0.0001,0.9985,0.0001,0.0013,0.0000,0.0000,0.0000,0.000436,0.000145,0.000000,0.000000,0.000000,0.403317,0.395753,0.000000,0.000000,0.000000,0.000000,0.001745,0.000000,0.001745,0.000000,0.000000,-0.001745,0.001745,0.000000,0.000000,0.000000,-0.001745,0.000000,0.001745,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
