x,timestamps
12824,1762472506.7688212
12825,1762472506.7688212
12826,1762472506.7688212
12827,1762472506.7688212
12828,1762472506.7688212
12829,1762472506.7688212
12830,1762472506.7688212
12831,1762472506.7688212
12832,1762472506.7688212
12833,1762472506.7688212
12834,1762472506.7688212
12835,1762472506.7688212
12836,1762472506.7688212
12837,1762472506.7688212
12838,1762472506.7688212
12839,1762472506.7688212
12840,1762472506.7688212
12841,1762472506.7688212
12842,1762472506.7688212
12843,1762472506.7688212
12844,1762472506.7688212
12845,1762472506.7688212
12846,1762472506.7688212
12847,1762472506.7688212
12848,1762472506.7688212
12849,1762472506.7688212
12850,1762472506.7688212
12851,1762472506.7688212
12852,1762472506.7688212
12853,1762472506.7688212
12854,1762472506.7688212
12855,1762472506.7688212
12856,1762472506.7688212
12857,1762472506.7688212
12858,1762472506.7688212
12859,1762472506.7688212
12860,1762472506.7688212
12861,1762472506.7688212
12862,1762472506.7688212
12863,1762472506.7688212
12864,1762472506.7688212
12865,1762472506.7688212
12866,1762472506.7688212
12867,1762472506.7688212
12868,1762472506.7688212
12869,1762472506.7688212
12870,1762472506.7688212
12871,1762472506.7688212
12872,1762472506.7688212
12873,1762472506.7688212
12874,1762472506.7688212
12875,1762472506.7688212
12876,1762472506.7688212
12877,1762472506.7688212
12878,1762472506.7688212
12879,1762472506.7688212
12880,1762472506.7688212
12881,1762472506.7688212
12882,1762472506.7688212
12883,1762472506.7688212
12884,1762472506.7688212
12885,1762472506.7688212
12886,1762472506.7688212
12887,1762472506.7688212
12888,1762472506.7688212
12889,1762472506.7688212
12890,1762472506.7688212
12891,1762472506.7688212
12892,1762472506.7688212
12893,1762472506.7688212
12894,1762472506.7688212
12895,1762472506.7688212
12896,1762472506.7688212
12897,1762472506.7688212
12898,1762472506.7688212
12899,1762472506.7688212
12900,1762472506.7688212
12901,1762472506.7688212
12902,1762472506.7688212
12903,1762472506.7688212
12904,1762472506.7688212
12905,1762472506.7688212
12906,1762472506.7688212
12907,1762472506.7688212
12908,1762472506.7688212
12909,1762472506.7688212
12910,1762472506.7688212
12911,1762472506.7688212
12912,1762472506.7688212
12913,1762472506.7688212
12914,1762472506.7688212
12915,1762472506.7688212
12916,1762472506.7688212
12917,1762472506.7688212
12918,1762472506.7688212
12919,1762472506.7688212
12920,1762472506.7688212
12921,1762472506.7688212
12922,1762472506.7688212
12923,1762472506.7688212
12924,1762472506.7688212
12925,1762472507.2088878
12926,1762472507.2088878
12927,1762472507.2088878
12928,1762472507.2088878
12929,1762472507.2088878
12930,1762472507.2088878
12931,1762472507.2088878
12932,1762472507.2088878
12933,1762472507.2088878
12934,1762472507.2088878
12935,1762472507.238925
12936,1762472507.238925
12937,1762472507.238925
12938,1762472507.2489166
12939,1762472507.2489166
12940,1762472507.2489166
12941,1762472507.268884
12942,1762472507.268884
12943,1762472507.268884
12944,1762472507.268884
12945,1762472507.268884
12946,1762472507.268884
12947,1762472507.268884
12948,1762472507.268884
12949,1762472507.2888954
12950,1762472507.2888954
12951,1762472507.2888954
12952,1762472507.2888954
12953,1762472507.2888954
12954,1762472507.2888954
12955,1762472507.310195
12956,1762472507.310195
12957,1762472507.310195
12958,1762472507.310195
12959,1762472507.310195
12960,1762472507.310195
12961,1762472507.310195
12962,1762472507.310195
12963,1762472507.310195
12964,1762472507.310195
12965,1762472507.310195
12966,1762472507.310195
12967,1762472507.310195
12968,1762472507.310195
12969,1762472507.310195
12970,1762472507.310195
12971,1762472507.310195
12972,1762472507.310195
12973,1762472507.310195
12974,1762472507.310195
12975,1762472507.310195
12976,1762472507.310195
12977,1762472507.310195
12978,1762472507.310195
12979,1762472507.310195
12980,1762472507.310195
12981,1762472507.310195
12982,1762472507.310195
12983,1762472507.310195
12984,1762472507.310195
12985,1762472507.310195
12986,1762472507.310195
12987,1762472507.310195
12988,1762472507.310195
12989,1762472507.310195
12990,1762472507.310195
12991,1762472507.310195
12992,1762472507.310195
12993,1762472507.310195
12994,1762472507.310195
12995,1762472507.310195
12996,1762472507.310195
12997,1762472507.310195
12998,1762472507.310195
12999,1762472507.310195
13000,1762472507.310195
13001,1762472507.310195
13002,1762472507.310195
13003,1762472507.310195
13004,1762472507.310195
13005,1762472507.310195
13006,1762472507.310195
13007,1762472507.310195
13008,1762472507.310195
13009,1762472507.310195
13010,1762472507.310195
13011,1762472507.310195
13012,1762472507.310195
13013,1762472507.310195
13014,1762472507.310195
13015,1762472507.310195
13016,1762472507.310195
13017,1762472507.310195
13018,1762472507.310195
13019,1762472507.310195
13020,1762472507.310195
13021,1762472507.310195
13022,1762472507.310195
13023,1762472507.310195
13024,1762472507.310195
13025,1762472507.310195
13026,1762472507.310195
13027,1762472507.310195
13028,1762472507.310195
13029,1762472507.310195
13030,1762472507.310195
13031,1762472507.310195
13032,1762472507.310195
13033,1762472507.310195
13034,1762472507.310195
13035,1762472507.310195
13036,1762472507.310195
13037,1762472507.310195
13038,1762472507.310195
13039,1762472507.310195
13040,1762472507.310195
13041,1762472507.310195
13042,1762472507.310195
13043,1762472507.310195
13044,1762472507.310195
13045,1762472507.310195
13046,1762472507.310195
13047,1762472507.310195
13048,1762472507.310195
13049,1762472507.310195
13050,1762472507.310195
13051,1762472507.310195
13052,1762472507.310195
13053,1762472507.310195
13054,1762472507.310195
13055,1762472507.310195
13056,1762472507.310195
13057,1762472507.310195
13058,1762472507.310195
13059,1762472507.310195
13060,1762472507.310195
13061,1762472507.310195
13062,1762472507.310195
13063,1762472507.310195
13064,1762472507.310195
13065,1762472507.310195
13066,1762472507.310195
13067,1762472507.310195
13068,1762472507.310195
13069,1762472507.310195
13070,1762472507.310195
13071,1762472507.310195
13072,1762472507.310195
13073,1762472507.310195
13074,1762472507.310195
13075,1762472507.310195
13076,1762472507.310195
13077,1762472507.310195
13078,1762472507.310195
13079,1762472507.310195
13080,1762472507.310195
13081,1762472507.310195
13082,1762472507.310195
13083,1762472507.310195
13084,1762472507.310195
13085,1762472507.310195
13086,1762472507.310195
13087,1762472507.310195
13088,1762472507.310195
13089,1762472507.310195
13090,1762472507.310195
13091,1762472507.310195
13092,1762472507.310195
13093,1762472507.310195
13094,1762472507.310195
13095,1762472507.310195
13096,1762472507.310195
13097,1762472507.310195
13098,1762472507.310195
13099,1762472507.310195
13100,1762472507.310195
13101,1762472507.310195
13102,1762472507.310195
13103,1762472507.310195
13104,1762472507.310195
13105,1762472507.310195
13106,1762472507.310195
13107,1762472507.310195
13108,1762472507.310195
13109,1762472507.310195
13110,1762472507.310195
13111,1762472507.310195
13112,1762472507.310195
13113,1762472507.310195
13114,1762472507.310195
13115,1762472507.310195
13116,1762472507.310195
13117,1762472507.310195
13118,1762472507.310195
13119,1762472507.310195
13120,1762472507.310195
13121,1762472507.310195
13122,1762472507.310195
13123,1762472507.310195
13124,1762472507.310195
13125,1762472507.310195
13126,1762472507.310195
13127,1762472507.310195
13128,1762472507.310195
13129,1762472507.310195
13130,1762472507.310195
13131,1762472507.310195
13132,1762472507.310195
13133,1762472507.310195
13134,1762472507.310195
13135,1762472507.310195
13136,1762472507.310195
13137,1762472507.310195
13138,1762472507.310195
13139,1762472507.310195
13140,1762472507.310195
13141,1762472507.310195
13142,1762472507.310195
13143,1762472507.310195
13144,1762472507.310195
13145,1762472507.310195
13146,1762472507.310195
13147,1762472507.310195
13148,1762472507.310195
13149,1762472507.310195
13150,1762472507.310195
13151,1762472507.310195
13152,1762472507.310195
13153,1762472507.310195
13154,1762472507.310195
13155,1762472507.310195
13156,1762472507.310195
13157,1762472507.310195
13158,1762472507.310195
13159,1762472507.310195
13160,1762472507.310195
13161,1762472507.310195
13162,1762472507.310195
13163,1762472507.310195
13164,1762472507.310195
13165,1762472507.310195
13166,1762472507.310195
13167,1762472507.310195
13168,1762472507.310195
13169,1762472507.310195
13170,1762472507.310195
13171,1762472507.310195
13172,1762472507.310195
13173,1762472507.310195
13174,1762472507.310195
13175,1762472507.310195
13176,1762472507.310195
13177,1762472507.310195
13178,1762472507.310195
13179,1762472507.310195
13180,1762472507.310195
13181,1762472507.310195
13182,1762472507.310195
13183,1762472507.310195
13184,1762472507.310195
13185,1762472507.310195
13186,1762472507.310195
13187,1762472507.310195
13188,1762472507.310195
13189,1762472507.310195
13190,1762472507.310195
13191,1762472507.310195
13192,1762472507.310195
13193,1762472507.310195
13194,1762472507.310195
13195,1762472507.310195
13196,1762472507.310195
13197,1762472507.310195
13198,1762472507.310195
13199,1762472507.310195
13200,1762472507.310195
13201,1762472507.310195
13202,1762472507.310195
13203,1762472507.310195
13204,1762472507.310195
13205,1762472507.310195
13206,1762472507.310195
13207,1762472507.310195
13208,1762472507.310195
13209,1762472507.310195
13210,1762472507.310195
13211,1762472507.310195
13212,1762472507.310195
13213,1762472507.310195
13214,1762472507.310195
13215,1762472507.310195
13216,1762472507.310195
13217,1762472507.310195
13218,1762472507.310195
13219,1762472507.310195
13220,1762472507.310195
13221,1762472507.310195
13222,1762472507.310195
13223,1762472507.310195
13224,1762472507.310195
13225,1762472507.310195
13226,1762472507.310195
13227,1762472507.310195
13228,1762472507.310195
13229,1762472507.310195
13230,1762472507.310195
13231,1762472507.310195
13232,1762472507.310195
13233,1762472507.310195
13234,1762472507.310195
13235,1762472507.310195
13236,1762472507.310195
13237,1762472507.310195
13238,1762472507.310195
13239,1762472507.310195
13240,1762472507.310195
13241,1762472507.310195
13242,1762472507.310195
13243,1762472507.310195
13244,1762472507.310195
13245,1762472507.310195
13246,1762472507.310195
13247,1762472507.310195
13248,1762472507.310195
13249,1762472507.310195
13250,1762472507.310195
13251,1762472507.310195
13252,1762472507.310195
13253,1762472507.310195
13254,1762472507.310195
13255,1762472507.310195
13256,1762472507.310195
13257,1762472507.310195
13258,1762472507.310195
13259,1762472507.310195
13260,1762472507.310195
13261,1762472507.310195
13262,1762472507.310195
13263,1762472507.310195
13264,1762472507.310195
13265,1762472507.310195
13266,1762472507.310195
13267,1762472507.310195
13268,1762472507.310195
13269,1762472507.310195
13270,1762472507.310195
13271,1762472507.310195
13272,1762472507.310195
13273,1762472507.310195
13274,1762472507.310195
13275,1762472507.310195
13276,1762472507.310195
13277,1762472507.310195
13278,1762472507.310195
13279,1762472507.310195
13280,1762472507.310195
13281,1762472507.310195
13282,1762472507.310195
13283,1762472507.310195
13284,1762472507.310195
13285,1762472507.310195
13286,1762472507.310195
13287,1762472507.310195
13288,1762472507.310195
13289,1762472507.310195
13290,1762472507.310195
13291,1762472507.310195
13292,1762472507.310195
13293,1762472507.310195
13294,1762472507.310195
13295,1762472507.310195
13296,1762472507.310195
13297,1762472507.310195
13298,1762472507.310195
13299,1762472507.310195
13300,1762472507.310195
13301,1762472507.310195
13302,1762472507.310195
13303,1762472507.310195
13304,1762472507.310195
13305,1762472507.310195
13306,1762472507.310195
13307,1762472507.310195
13308,1762472507.310195
13309,1762472507.310195
13310,1762472507.310195
13311,1762472507.310195
13312,1762472507.310195
13313,1762472507.310195
13314,1762472507.310195
13315,1762472507.310195
13316,1762472507.310195
13317,1762472507.310195
13318,1762472507.310195
13319,1762472507.310195
13320,1762472507.310195
13321,1762472507.310195
13322,1762472507.310195
13323,1762472507.310195
13324,1762472507.310195
13325,1762472507.310195
13326,1762472507.310195
13327,1762472507.310195
13328,1762472507.310195
13329,1762472507.310195
13330,1762472507.310195
13331,1762472507.310195
13332,1762472507.310195
13333,1762472507.310195
13334,1762472507.310195
13335,1762472507.310195
13336,1762472507.310195
13337,1762472507.310195
13338,1762472507.310195
13339,1762472507.310195
13340,1762472507.310195
13341,1762472507.310195
13342,1762472507.310195
13343,1762472507.310195
13344,1762472507.310195
13345,1762472507.310195
13346,1762472507.310195
13347,1762472507.310195
13348,1762472507.310195
13349,1762472507.310195
13350,1762472507.310195
13351,1762472507.310195
13352,1762472507.310195
13353,1762472507.310195
13354,1762472507.310195
13355,1762472507.310195
13356,1762472507.310195
13357,1762472507.310195
13358,1762472507.310195
13359,1762472507.310195
13360,1762472507.310195
13361,1762472507.310195
13362,1762472507.310195
13363,1762472507.310195
13364,1762472507.310195
13365,1762472507.310195
13366,1762472507.310195
13367,1762472507.310195
13368,1762472507.310195
13369,1762472507.310195
13370,1762472507.310195
13371,1762472507.310195
13372,1762472507.310195
13373,1762472507.310195
13374,1762472507.310195
13375,1762472507.310195
13376,1762472507.310195
13377,1762472507.310195
13378,1762472507.310195
13379,1762472507.310195
13380,1762472507.310195
13381,1762472507.310195
13382,1762472507.310195
13383,1762472507.310195
13384,1762472507.310195
13385,1762472507.310195
13386,1762472507.310195
13387,1762472507.310195
13388,1762472507.310195
13389,1762472507.310195
13390,1762472507.310195
13391,1762472507.310195
13392,1762472507.310195
13393,1762472507.310195
13394,1762472507.310195
13395,1762472507.310195
13396,1762472507.310195
13397,1762472507.310195
13398,1762472507.310195
13399,1762472507.310195
13400,1762472507.310195
13401,1762472507.310195
13402,1762472507.310195
13403,1762472507.310195
13404,1762472507.310195
13405,1762472507.310195
13406,1762472507.310195
13407,1762472507.310195
13408,1762472507.310195
13409,1762472507.310195
13410,1762472507.310195
13411,1762472507.310195
13412,1762472507.310195
13413,1762472507.310195
13414,1762472507.310195
13415,1762472507.310195
13416,1762472507.310195
13417,1762472507.310195
13418,1762472507.310195
13419,1762472507.310195
13420,1762472507.310195
13421,1762472507.310195
13422,1762472507.310195
13423,1762472507.310195
13424,1762472507.310195
13425,1762472507.310195
13426,1762472507.310195
13427,1762472507.310195
13428,1762472507.310195
13429,1762472507.310195
13430,1762472507.310195
13431,1762472507.310195
13432,1762472507.310195
13433,1762472507.310195
13434,1762472507.310195
13435,1762472507.310195
13436,1762472507.310195
13437,1762472507.310195
13438,1762472507.310195
13439,1762472507.310195
13440,1762472507.310195
13441,1762472507.310195
13442,1762472507.310195
13443,1762472507.310195
13444,1762472507.310195
13445,1762472507.310195
13446,1762472507.310195
13447,1762472507.310195
13448,1762472507.310195
13449,1762472507.310195
13450,1762472507.310195
13451,1762472507.310195
13452,1762472507.310195
13453,1762472507.310195
13454,1762472507.310195
13455,1762472507.310195
13456,1762472507.310195
13457,1762472507.310195
13458,1762472507.310195
13459,1762472507.310195
13460,1762472507.310195
13461,1762472507.310195
13462,1762472507.310195
13463,1762472507.310195
13464,1762472507.310195
13465,1762472507.310195
13466,1762472507.310195
13467,1762472509.0188243
13468,1762472509.0188243
13469,1762472509.0188243
13470,1762472509.0188243
13471,1762472509.0188243
13472,1762472509.0188243
13473,1762472509.0188243
13474,1762472509.0188243
13475,1762472509.0188243
13476,1762472509.0188243
13477,1762472509.0188243
13478,1762472509.0188243
13479,1762472509.0188243
13480,1762472509.0188243
13481,1762472509.0188243
13482,1762472509.0188243
13483,1762472509.0188243
13484,1762472509.0188243
13485,1762472509.0188243
13486,1762472509.0188243
13487,1762472509.0188243
13488,1762472509.0188243
13489,1762472509.0188243
13490,1762472509.0188243
13491,1762472509.0188243
13492,1762472509.0188243
13493,1762472509.0188243
13494,1762472509.0188243
13495,1762472509.0188243
13496,1762472509.0188243
13497,1762472509.0188243
13498,1762472509.0188243
13499,1762472509.0188243
13500,1762472509.0188243
13501,1762472509.0188243
13502,1762472509.0188243
13503,1762472509.0188243
13504,1762472509.0188243
13505,1762472509.0188243
13506,1762472509.0188243
13507,1762472509.0188243
13508,1762472509.0188243
13509,1762472509.0188243
13510,1762472509.0188243
13511,1762472509.0188243
13512,1762472509.0188243
13513,1762472509.0188243
13514,1762472509.0188243
13515,1762472509.0188243
13516,1762472509.0188243
13517,1762472509.0188243
13518,1762472509.0188243
13519,1762472509.0188243
13520,1762472509.0188243
13521,1762472509.0188243
13522,1762472509.0188243
13523,1762472509.0188243
13524,1762472509.0188243
13525,1762472509.0188243
13526,1762472509.0188243
13527,1762472509.0188243
13528,1762472509.0188243
13529,1762472509.0188243
13530,1762472509.0188243
13531,1762472509.0188243
13532,1762472509.0188243
13533,1762472509.0188243
13534,1762472509.0188243
13535,1762472509.0188243
13536,1762472509.0188243
13537,1762472509.0188243
13538,1762472509.0188243
13539,1762472509.0188243
13540,1762472509.0188243
13541,1762472509.0188243
13542,1762472509.0188243
13543,1762472509.0188243
13544,1762472509.0188243
13545,1762472509.0188243
13546,1762472509.0188243
13547,1762472509.0188243
13548,1762472509.0188243
13549,1762472509.0188243
13550,1762472509.0188243
13551,1762472509.0188243
13552,1762472509.0188243
13553,1762472509.0188243
13554,1762472509.0188243
13555,1762472509.0188243
13556,1762472509.0188243
13557,1762472509.0188243
13558,1762472509.0188243
13559,1762472509.0188243
13560,1762472509.0188243
13561,1762472509.0188243
13562,1762472509.0188243
13563,1762472509.0188243
13564,1762472509.0188243
13565,1762472509.0188243
13566,1762472509.0188243
13567,1762472509.0188243
13568,1762472509.0188243
13569,1762472509.0188243
13570,1762472509.0188243
13571,1762472509.0188243
13572,1762472509.0188243
13573,1762472509.0188243
13574,1762472509.0188243
13575,1762472509.0188243
13576,1762472509.0188243
13577,1762472509.0188243
13578,1762472509.0188243
13579,1762472509.0188243
13580,1762472509.0188243
13581,1762472509.0188243
13582,1762472509.0188243
13583,1762472509.0188243
13584,1762472509.0188243
13585,1762472509.0188243
13586,1762472509.0188243
13587,1762472509.0188243
13588,1762472509.0188243
13589,1762472509.0188243
13590,1762472509.0188243
13591,1762472509.0188243
13592,1762472509.0188243
13593,1762472509.0188243
13594,1762472509.0188243
13595,1762472509.0188243
13596,1762472509.0188243
13597,1762472509.0188243
13598,1762472509.0188243
13599,1762472509.0188243
13600,1762472509.0188243
13601,1762472509.0188243
13602,1762472509.0188243
13603,1762472509.0188243
13604,1762472509.0188243
13605,1762472509.0188243
13606,1762472509.0188243
13607,1762472509.0188243
13608,1762472509.0188243
13609,1762472509.0188243
13610,1762472509.0188243
13611,1762472509.0188243
13612,1762472509.0188243
13613,1762472509.0188243
13614,1762472509.0188243
13615,1762472509.0188243
13616,1762472509.0188243
13617,1762472509.0188243
13618,1762472509.0188243
13619,1762472509.0188243
13620,1762472509.0188243
13621,1762472509.0188243
13622,1762472509.0188243
13623,1762472509.0188243
13624,1762472509.0188243
13625,1762472509.0188243
13626,1762472509.0188243
13627,1762472509.0188243
13628,1762472509.0188243
13629,1762472509.0188243
13630,1762472509.0188243
13631,1762472509.0188243
13632,1762472509.0188243
13633,1762472509.0188243
13634,1762472509.0188243
13635,1762472509.0188243
13636,1762472509.0188243
13637,1762472509.0188243
13638,1762472509.0188243
13639,1762472509.0188243
13640,1762472509.0188243
13641,1762472509.0188243
13642,1762472509.0188243
13643,1762472509.0188243
13644,1762472509.0188243
13645,1762472509.0188243
13646,1762472509.0188243
13647,1762472509.0188243
13648,1762472509.0188243
13649,1762472509.0188243
13650,1762472509.0188243
13651,1762472509.0188243
13652,1762472509.0188243
13653,1762472509.0188243
13654,1762472509.0188243
13655,1762472509.0188243
13656,1762472509.0188243
13657,1762472509.0188243
13658,1762472509.0188243
13659,1762472509.0188243
13660,1762472509.0188243
13661,1762472509.0188243
13662,1762472509.0188243
13663,1762472509.0188243
13664,1762472509.0188243
13665,1762472509.0188243
13666,1762472509.0188243
13667,1762472509.0188243
13668,1762472509.0188243
13669,1762472509.0188243
13670,1762472509.0188243
13671,1762472509.0188243
13672,1762472509.0188243
13673,1762472509.0188243
13674,1762472509.0188243
13675,1762472509.0188243
13676,1762472509.0188243
13677,1762472509.0188243
13678,1762472509.0188243
13679,1762472509.0188243
13680,1762472509.0188243
13681,1762472509.0188243
13682,1762472509.0188243
13683,1762472509.0188243
13684,1762472509.0188243
13685,1762472509.0188243
13686,1762472509.7489047
13687,1762472509.7489047
13688,1762472509.7489047
13689,1762472509.7489047
13690,1762472509.7489047
13691,1762472509.7489047
13692,1762472509.7489047
13693,1762472509.7489047
13694,1762472509.7489047
13695,1762472509.7489047
13696,1762472509.7489047
13697,1762472509.7489047
13698,1762472509.7489047
13699,1762472509.7489047
13700,1762472509.7988849
13701,1762472509.7988849
13702,1762472509.7988849
13703,1762472509.7988849
13704,1762472509.7988849
13705,1762472509.7988849
13706,1762472509.7988849
13707,1762472509.7988849
13708,1762472509.7988849
13709,1762472509.7988849
13710,1762472509.7988849
13711,1762472509.7988849
13712,1762472509.7988849
13713,1762472509.7988849
13714,1762472509.7988849
13715,1762472509.7988849
13716,1762472509.7988849
13717,1762472509.7988849
13718,1762472509.7988849
13719,1762472509.7988849
13720,1762472509.7988849
13721,1762472509.7988849
13722,1762472509.7988849
13723,1762472509.7988849
13724,1762472509.7988849
13725,1762472509.7988849
13726,1762472509.7988849
13727,1762472509.7988849
13728,1762472509.7988849
13729,1762472509.7988849
13730,1762472509.7988849
13731,1762472509.7988849
13732,1762472509.7988849
13733,1762472509.7988849
13734,1762472509.7988849
13735,1762472509.7988849
13736,1762472509.7988849
13737,1762472509.7988849
13738,1762472509.7988849
13739,1762472509.7988849
13740,1762472509.7988849
13741,1762472509.7988849
13742,1762472509.7988849
13743,1762472509.7988849
13744,1762472509.7988849
13745,1762472509.7988849
13746,1762472509.7988849
13747,1762472509.7988849
13748,1762472509.7988849
13749,1762472509.7988849
13750,1762472509.7988849
13751,1762472509.7988849
13752,1762472509.7988849
13753,1762472509.7988849
13754,1762472509.7988849
13755,1762472509.7988849
13756,1762472509.7988849
13757,1762472509.7988849
13758,1762472509.7988849
13759,1762472509.7988849
13760,1762472509.7988849
13761,1762472509.7988849
13762,1762472509.7988849
13763,1762472509.7988849
13764,1762472509.7988849
13765,1762472509.7988849
13766,1762472509.7988849
13767,1762472509.7988849
13768,1762472509.7988849
13769,1762472509.7988849
13770,1762472509.7988849
13771,1762472509.7988849
13772,1762472509.7988849
13773,1762472509.7988849
13774,1762472509.7988849
13775,1762472509.7988849
13776,1762472509.7988849
13777,1762472509.7988849
13778,1762472509.7988849
13779,1762472509.7988849
13780,1762472509.7988849
13781,1762472509.7988849
13782,1762472509.7988849
13783,1762472509.7988849
13784,1762472509.7988849
13785,1762472509.7988849
13786,1762472509.7988849
13787,1762472509.7988849
13788,1762472509.7988849
13789,1762472510.0989218
13790,1762472510.0989218
13791,1762472510.0989218
13792,1762472510.0989218
13793,1762472510.0989218
13794,1762472510.0989218
13795,1762472510.0989218
13796,1762472510.0989218
13797,1762472510.0989218
13798,1762472510.0989218
13799,1762472510.0989218
13800,1762472510.0989218
13801,1762472510.0989218
13802,1762472510.0989218
13803,1762472510.0989218
13804,1762472510.0989218
13805,1762472510.0989218
13806,1762472510.0989218
13807,1762472510.0989218
13808,1762472510.0989218
13809,1762472510.0989218
13810,1762472510.0989218
13811,1762472510.0989218
13812,1762472510.0989218
13813,1762472510.0989218
13814,1762472510.0989218
13815,1762472510.0989218
13816,1762472510.0989218
13817,1762472510.0989218
13818,1762472510.0989218
13819,1762472510.0989218
13820,1762472510.0989218
13821,1762472510.0989218
13822,1762472510.0989218
13823,1762472510.0989218
13824,1762472510.0989218
13825,1762472510.0989218
13826,1762472510.0989218
13827,1762472510.0989218
13828,1762472510.0989218
13829,1762472510.0989218
13830,1762472510.0989218
13831,1762472510.0989218
13832,1762472510.0989218
13833,1762472510.0989218
13834,1762472510.0989218
13835,1762472510.0989218
13836,1762472510.0989218
13837,1762472510.0989218
13838,1762472510.0989218
13839,1762472510.0989218
13840,1762472510.0989218
13841,1762472510.0989218
13842,1762472510.0989218
13843,1762472510.0989218
13844,1762472510.0989218
13845,1762472510.0989218
13846,1762472510.0989218
13847,1762472510.0989218
13848,1762472510.0989218
13849,1762472510.0989218
13850,1762472510.0989218
13851,1762472510.0989218
13852,1762472510.0989218
13853,1762472510.0989218
13854,1762472510.0989218
13855,1762472510.0989218
13856,1762472510.0989218
13857,1762472510.0989218
13858,1762472510.0989218
13859,1762472510.0989218
13860,1762472510.0989218
13861,1762472510.0989218
13862,1762472510.0989218
13863,1762472510.0989218
13864,1762472510.0989218
13865,1762472510.0989218
13866,1762472510.0989218
13867,1762472510.0989218
13868,1762472510.0989218
13869,1762472510.0989218
13870,1762472510.0989218
13871,1762472510.0989218
13872,1762472510.0989218
13873,1762472510.0989218
13874,1762472510.0989218
13875,1762472510.0989218
13876,1762472510.0989218
13877,1762472510.0989218
13878,1762472510.0989218
13879,1762472510.0989218
13880,1762472510.0989218
13881,1762472510.0989218
13882,1762472510.0989218
13883,1762472510.0989218
13884,1762472510.0989218
13885,1762472510.0989218
13886,1762472510.0989218
13887,1762472510.0989218
13888,1762472510.0989218
13889,1762472510.0989218
13890,1762472510.0989218
13891,1762472510.0989218
13892,1762472510.0989218
13893,1762472510.0989218
13894,1762472510.0989218
13895,1762472510.0989218
13896,1762472510.0989218
13897,1762472510.0989218
13898,1762472510.0989218
13899,1762472510.0989218
13900,1762472510.0989218
13901,1762472510.0989218
13902,1762472510.0989218
13903,1762472510.0989218
13904,1762472510.0989218
13905,1762472510.0989218
13906,1762472510.0989218
13907,1762472510.0989218
13908,1762472510.0989218
13909,1762472510.0989218
13910,1762472510.0989218
13911,1762472510.0989218
13912,1762472510.0989218
13913,1762472510.0989218
13914,1762472510.0989218
13915,1762472510.0989218
13916,1762472510.0989218
13917,1762472510.0989218
13918,1762472510.0989218
13919,1762472510.0989218
13920,1762472510.0989218
13921,1762472510.0989218
13922,1762472510.0989218
13923,1762472510.0989218
13924,1762472510.0989218
13925,1762472510.0989218
13926,1762472510.0989218
13927,1762472510.0989218
13928,1762472510.0989218
13929,1762472510.0989218
13930,1762472510.0989218
13931,1762472510.0989218
13932,1762472510.0989218
13933,1762472510.0989218
13934,1762472510.0989218
13935,1762472510.0989218
13936,1762472510.0989218
13937,1762472510.0989218
13938,1762472510.0989218
13939,1762472510.0989218
13940,1762472510.0989218
13941,1762472510.0989218
13942,1762472510.0989218
13943,1762472510.0989218
13944,1762472510.0989218
13945,1762472510.0989218
13946,1762472510.0989218
13947,1762472510.0989218
13948,1762472510.0989218
13949,1762472510.0989218
13950,1762472510.0989218
13951,1762472510.0989218
13952,1762472510.0989218
13953,1762472510.0989218
13954,1762472510.0989218
13955,1762472510.0989218
13956,1762472510.0989218
13957,1762472510.0989218
13958,1762472510.0989218
13959,1762472510.0989218
13960,1762472510.0989218
13961,1762472510.0989218
13962,1762472510.0989218
13963,1762472510.0989218
13964,1762472510.0989218
13965,1762472510.0989218
13966,1762472510.0989218
13967,1762472510.0989218
13968,1762472510.0989218
13969,1762472510.0989218
13970,1762472510.0989218
13971,1762472510.0989218
13972,1762472510.0989218
13973,1762472510.0989218
13974,1762472510.0989218
13975,1762472510.0989218
13976,1762472510.0989218
13977,1762472510.0989218
13978,1762472510.0989218
13979,1762472510.0989218
13980,1762472510.0989218
13981,1762472510.0989218
13982,1762472510.0989218
13983,1762472510.0989218
13984,1762472510.0989218
13985,1762472510.0989218
13986,1762472510.0989218
13987,1762472510.0989218
13988,1762472510.0989218
13989,1762472510.0989218
13990,1762472510.0989218
13991,1762472510.0989218
13992,1762472510.0989218
13993,1762472510.0989218
13994,1762472510.0989218
13995,1762472510.0989218
13996,1762472510.0989218
13997,1762472510.0989218
13998,1762472510.0989218
13999,1762472510.0989218
14000,1762472510.0989218
14001,1762472510.0989218
14002,1762472510.0989218
14003,1762472510.0989218
14004,1762472510.0989218
14005,1762472510.0989218
14006,1762472510.0989218
14007,1762472510.0989218
14008,1762472510.0989218
14009,1762472510.0989218
14010,1762472510.0989218
14011,1762472510.0989218
14012,1762472510.0989218
14013,1762472510.0989218
14014,1762472510.0989218
14015,1762472510.0989218
14016,1762472510.0989218
14017,1762472510.0989218
14018,1762472510.0989218
14019,1762472510.0989218
14020,1762472510.0989218
14021,1762472510.0989218
14022,1762472510.0989218
14023,1762472510.0989218
14024,1762472510.0989218
14025,1762472510.0989218
14026,1762472510.0989218
14027,1762472510.0989218
14028,1762472510.0989218
14029,1762472510.0989218
14030,1762472510.0989218
14031,1762472510.0989218
14032,1762472510.0989218
