frame_index,timestamp_sec
0,1769389809.9422894
1,1769389810.0422966
2,1769389810.0756328
3,1769389810.1423042
4,1769389810.1756403
5,1769389810.2089765
6,1769389810.2423127
7,1769389810.2756476
8,1769389810.3089838
9,1769389810.3089838
10,1769389810.4423287
11,1769389810.4423287
12,1769389810.5090008
13,1769389810.5423372
14,1769389810.5756738
15,1769389810.6090102
16,1769389810.6423457
17,1769389810.6756823
18,1769389810.709019
19,1769389810.7423544
20,1769389810.7756913
21,1769389810.8757
22,1769389810.8757
23,1769389811.0090456
24,1769389811.0757189
25,1769389811.1090548
26,1769389811.1090548
27,1769389811.3090742
28,1769389811.3090742
29,1769389811.4090803
30,1769389811.4090803
31,1769389811.5090864
32,1769389811.5090864
33,1769389811.5757577
34,1769389811.5757577
35,1769389811.5757577
36,1769389811.875776
37,1769389811.9091117
38,1769389811.9424474
39,1769389812.0091178
40,1769389812.0424535
41,1769389812.109124
42,1769389812.2091298
43,1769389812.2758012
44,1769389812.309136
45,1769389812.3424716
46,1769389812.3424716
47,1769389812.442478
48,1769389812.5091496
49,1769389812.5091496
50,1769389812.57582
51,1769389812.57582
52,1769389812.6424918
53,1769389812.7091622
54,1769389812.7091622
55,1769389812.7091622
56,1769389812.8425045
57,1769389812.8425045
58,1769389813.0425172
59,1769389813.0425172
60,1769389813.1758595
61,1769389813.2091951
62,1769389813.2091951
63,1769389813.3092015
64,1769389813.3092015
65,1769389813.409207
66,1769389813.4425426
67,1769389813.4425426
68,1769389813.542548
69,1769389813.5758834
70,1769389813.5758834
71,1769389813.7758937
72,1769389813.7758937
73,1769389813.8425646
74,1769389813.8425646
75,1769389813.9092343
76,1769389813.9092343
77,1769389813.9759052
78,1769389814.0092394
79,1769389814.0092394
80,1769389814.14258
81,1769389814.1759155
82,1769389814.2425861
83,1769389814.2425861
84,1769389814.3759258
85,1769389814.3759258
86,1769389814.5092738
87,1769389814.542611
88,1769389814.6092856
89,1769389814.6426218
90,1769389814.675959
91,1769389814.8093078
92,1769389814.8093078
93,1769389814.9759932
94,1769389815.0093305
95,1769389815.042668
96,1769389815.076006
97,1769389815.1093423
98,1769389815.14268
99,1769389815.14268
100,1769389815.3427038
101,1769389815.4093757
102,1769389815.509382
