frame_index,timestamp_sec
296,1767060889.6086106
297,1767060889.6419446
298,1767060889.6752794
299,1767060889.708614
300,1767060889.7419488
301,1767060889.7752824
302,1767060889.8086174
303,1767060889.841952
304,1767060889.841952
305,1767060889.9419553
306,1767060890.0419586
307,1767060890.0419586
308,1767060890.2086308
309,1767060890.2086308
310,1767060890.2752993
311,1767060890.3086338
312,1767060890.3086338
313,1767060890.4086368
314,1767060890.4419715
315,1767060890.4419715
316,1767060890.5086396
317,1767060890.5086396
318,1767060890.6419845
319,1767060890.6753209
320,1767060890.7086573
321,1767060890.8086658
322,1767060890.8420012
323,1767060890.9420106
324,1767060890.9420106
325,1767060890.9420106
326,1767060891.108692
327,1767060891.108692
328,1767060891.3087106
329,1767060891.3753834
330,1767060891.3753834
331,1767060891.4420557
332,1767060891.4420557
333,1767060891.6087353
334,1767060891.6420712
335,1767060891.6420712
336,1767060891.775414
337,1767060891.8087487
338,1767060891.842085
339,1767060891.9087567
340,1767060891.9087567
341,1767060891.9754276
342,1767060891.9754276
343,1767060892.0420997
344,1767060892.0754347
345,1767060892.1087708
346,1767060892.1087708
347,1767060892.2087777
348,1767060892.2087777
349,1767060892.3087847
350,1767060892.3087847
351,1767060892.3087847
352,1767060892.408793
353,1767060892.442128
354,1767060892.5087996
355,1767060892.5087996
356,1767060892.6088066
357,1767060892.6754777
358,1767060892.74215
359,1767060892.74215
360,1767060892.8088214
361,1767060892.8088214
362,1767060892.9088295
363,1767060892.9088295
364,1767060893.0421734
365,1767060893.0755095
366,1767060893.1421812
367,1767060893.1421812
368,1767060893.2755253
369,1767060893.2755253
370,1767060893.3755348
371,1767060893.40887
372,1767060893.40887
373,1767060893.4755428
374,1767060893.4755428
375,1767060893.4755428
376,1767060893.6088886
377,1767060893.6088886
378,1767060893.7088985
379,1767060893.7088985
380,1767060893.8089085
381,1767060893.8089085
382,1767060893.8755815
383,1767060893.9089184
384,1767060893.9089184
385,1767060893.9755929
386,1767060893.9755929
387,1767060894.1422765
388,1767060894.1422765
389,1767060894.208951
390,1767060894.2422872
391,1767060894.2756245
392,1767060894.3089616
393,1767060894.342299
394,1767060894.342299
395,1767060894.4756465
396,1767060894.54232
397,1767060894.54232
398,1767060894.6756608
399,1767060894.6756608
400,1767060894.7423308
401,1767060894.7756662
402,1767060894.7756662
403,1767060894.8423362
404,1767060894.8756716
405,1767060894.8756716
406,1767060894.9423425
407,1767060894.975677
408,1767060895.0090125
409,1767060895.0090125
410,1767060895.0756834
411,1767060895.1423533
412,1767060895.1423533
413,1767060895.2423587
414,1767060895.2756941
415,1767060895.3090296
416,1767060895.3090296
417,1767060895.3090296
418,1767060895.4757047
419,1767060895.4757047
420,1767060895.5757103
421,1767060895.5757103
422,1767060895.809057
423,1767060895.8423927
424,1767060895.8423927
425,1767060895.9423983
426,1767060895.9423983
427,1767060896.0090692
428,1767060896.0090692
429,1767060896.109075
430,1767060896.1424105
431,1767060896.1424105
432,1767060896.1424105
433,1767060896.242416
434,1767060896.2757514
435,1767060896.309086
436,1767060896.3424215
437,1767060896.3424215
438,1767060896.3424215
439,1767060896.5424328
440,1767060896.5757682
441,1767060896.6091037
442,1767060896.6424391
443,1767060896.7424443
444,1767060896.7757788
445,1767060896.7757788
446,1767060896.8424497
447,1767060896.9091194
448,1767060896.9757903
449,1767060897.0091257
450,1767060897.0091257
451,1767060897.0757954
452,1767060897.0757954
453,1767060897.1758006
454,1767060897.209136
455,1767060897.209136
456,1767060897.209136
457,1767060897.4091463
458,1767060897.4424818
459,1767060897.5091515
460,1767060897.542487
461,1767060897.542487
462,1767060897.6091578
463,1767060897.6091578
464,1767060897.6758277
465,1767060897.6758277
466,1767060897.7424986
467,1767060897.775833
468,1767060897.775833
469,1767060897.842504
470,1767060897.8758383
471,1767060897.9091737
472,1767060897.9425092
473,1767060898.009179
474,1767060898.009179
475,1767060898.009179
476,1767060898.1091845
477,1767060898.14252
478,1767060898.14252
479,1767060898.2091908
480,1767060898.2425253
481,1767060898.2425253
482,1767060898.3091962
483,1767060898.3091962
484,1767060898.3758662
485,1767060898.3758662
486,1767060898.442537
487,1767060898.4758716
488,1767060898.4758716
489,1767060898.742557
490,1767060898.742557
491,1767060898.8092291
492,1767060898.8092291
493,1767060898.8759
494,1767060899.0092435
495,1767060899.0425794
496,1767060899.0759153
497,1767060899.1092505
498,1767060899.1425865
499,1767060899.1759226
500,1767060899.2092576
501,1767060899.2092576
502,1767060899.27593
503,1767060899.3092659
504,1767060899.342601
505,1767060899.342601
506,1767060899.4092731
507,1767060899.4426084
508,1767060899.4759443
509,1767060899.5092802
510,1767060899.5092802
511,1767060899.5092802
512,1767060899.6092913
513,1767060899.642629
514,1767060899.6759665
515,1767060899.7093031
516,1767060899.7426412
517,1767060899.7759788
518,1767060899.8093154
519,1767060899.8426533
520,1767060899.909329
521,1767060899.9426656
522,1767060899.9760034
523,1767060900.0093412
524,1767060900.042679
525,1767060900.042679
526,1767060900.1093538
527,1767060900.1426916
528,1767060900.1426916
529,1767060900.2093666
530,1767060900.2427044
531,1767060900.2760422
532,1767060900.376055
533,1767060900.409393
534,1767060900.44273
535,1767060900.542742
536,1767060900.5760772
537,1767060900.5760772
538,1767060900.642748
539,1767060900.6760824
540,1767060900.6760824
541,1767060900.7760873
542,1767060900.7760873
543,1767060900.8760934
544,1767060900.9094276
545,1767060900.9094276
546,1767060900.9760983
547,1767060901.0761032
548,1767060901.1094387
549,1767060901.2094436
550,1767060901.2761133
551,1767060901.3094485
552,1767060901.342784
553,1767060901.3761191
554,1767060901.3761191
555,1767060901.4427888
556,1767060901.4427888
557,1767060901.5761294
558,1767060901.609465
559,1767060901.609465
560,1767060901.7094705
561,1767060901.7761407
562,1767060901.8094761
563,1767060901.8761463
564,1767060901.8761463
565,1767060901.976153
566,1767060902.042823
567,1767060902.0761585
568,1767060902.1094933
569,1767060902.1094933
570,1767060902.2094998
571,1767060902.2761698
572,1767060902.3095055
573,1767060902.3095055
574,1767060902.3761754
575,1767060902.409511
576,1767060902.4428465
577,1767060902.4761808
578,1767060902.4761808
579,1767060902.5428522
580,1767060902.5428522
581,1767060902.709528
582,1767060902.7428625
583,1767060902.776198
584,1767060902.809533
585,1767060902.8428676
586,1767060902.876203
587,1767060902.9428737
588,1767060902.9428737
589,1767060903.1095486
590,1767060903.1095486
591,1767060903.1762195
592,1767060903.2428892
593,1767060903.2428892
594,1767060903.3095598
595,1767060903.3095598
596,1767060903.4095647
597,1767060903.4428992
598,1767060903.542905
599,1767060903.7762494
600,1767060903.7762494
601,1767060903.9762585
602,1767060904.042929
603,1767060904.1095982
604,1767060904.1762676
605,1767060904.1762676
606,1767060904.276273
607,1767060904.276273
608,1767060904.3762774
609,1767060904.3762774
610,1767060904.4762814
611,1767060904.4762814
612,1767060904.6096237
613,1767060904.6762953
614,1767060904.7096314
615,1767060904.7429676
616,1767060904.809639
617,1767060904.809639
618,1767060904.9096467
619,1767060904.976319
620,1767060905.0429907
621,1767060905.0429907
622,1767060905.1096632
623,1767060905.1096632
624,1767060905.2096713
625,1767060905.2430074
626,1767060905.309679
627,1767060905.3430152
628,1767060905.3763516
629,1767060905.3763516
630,1767060905.4430232
631,1767060905.4430232
632,1767060905.5096948
633,1767060905.5430307
634,1767060905.576366
635,1767060905.6097012
636,1767060905.6430354
637,1767060905.6763706
638,1767060905.7097058
639,1767060905.743041
640,1767060905.743041
641,1767060905.843046
642,1767060905.8763802
643,1767060905.9097154
644,1767060905.9430506
645,1767060905.9430506
646,1767060906.00972
647,1767060906.00972
648,1767060906.0763903
649,1767060906.1097245
650,1767060906.1097245
651,1767060906.2430644
652,1767060906.2430644
653,1767060906.34307
654,1767060906.34307
655,1767060906.4097395
656,1767060906.4097395
657,1767060906.509744
658,1767060906.509744
659,1767060906.6097498
660,1767060906.6430857
661,1767060906.6764214
662,1767060906.6764214
663,1767060906.7430918
664,1767060906.7764275
665,1767060906.8097634
666,1767060906.8764338
667,1767060906.8764338
668,1767060906.9764402
669,1767060906.9764402
670,1767060907.0431116
671,1767060907.0431116
672,1767060907.2097883
673,1767060907.243124
674,1767060907.27646
675,1767060907.3097956
676,1767060907.3431304
677,1767060907.3764663
678,1767060907.3764663
679,1767060907.4431367
680,1767060907.4764724
681,1767060907.5098083
682,1767060907.543144
683,1767060907.543144
684,1767060907.6098166
685,1767060907.6098166
686,1767060907.7098255
687,1767060907.7431622
688,1767060907.7764988
689,1767060907.8098345
690,1767060907.8431711
691,1767060907.8765078
692,1767060907.9098444
693,1767060907.94318
694,1767060907.976517
695,1767060908.0098536
696,1767060908.0431905
697,1767060908.0765262
698,1767060908.1098628
699,1767060908.1431994
700,1767060908.1765351
701,1767060908.209872
702,1767060908.2432086
703,1767060908.2765455
704,1767060908.3098812
705,1767060908.343218
706,1767060908.4098916
707,1767060908.4432273
708,1767060908.4765642
709,1767060908.5099008
710,1767060908.5432363
711,1767060908.5765717
712,1767060908.6099074
713,1767060908.643243
714,1767060908.643243
715,1767060908.7099133
716,1767060908.7099133
717,1767060908.8765905
718,1767060908.909925
719,1767060908.9432607
720,1767060908.9765964
721,1767060909.0099318
722,1767060909.0432665
723,1767060909.0766022
724,1767060909.1099377
725,1767060909.1432724
726,1767060909.1766078
727,1767060909.2432792
728,1767060909.2766137
729,1767060909.3099494
730,1767060909.3432848
731,1767060909.3766205
732,1767060909.4099553
733,1767060909.4099553
734,1767060909.4766264
735,1767060909.509961
736,1767060909.5432966
737,1767060909.5766327
738,1767060909.6099687
739,1767060909.6433039
740,1767060909.6766398
741,1767060909.7099757
742,1767060909.7433121
743,1767060909.776647
744,1767060909.809983
745,1767060909.8433192
746,1767060909.8766541
747,1767060909.9099903
748,1767060909.9433262
749,1767060909.9766622
750,1767060909.9766622
751,1767060910.0766695
752,1767060910.1100044
753,1767060910.1433406
754,1767060910.1766765
755,1767060910.2100127
756,1767060910.2433476
757,1767060910.2766838
758,1767060910.3100197
759,1767060910.3100197
760,1767060910.3766909
761,1767060910.443363
762,1767060910.4766982
763,1767060910.54337
764,1767060910.5767055
765,1767060910.6433754
766,1767060910.6767106
767,1767060910.710046
768,1767060910.7433805
769,1767060910.776716
770,1767060910.776716
771,1767060910.843386
772,1767060910.8767211
773,1767060910.9100566
774,1767060910.943392
775,1767060910.9767265
776,1767060911.010062
777,1767060911.0433972
778,1767060911.0767326
779,1767060911.1100671
780,1767060911.1434026
781,1767060911.2100723
782,1767060911.2434077
783,1767060911.276743
784,1767060911.3434129
785,1767060911.376748
786,1767060911.376748
787,1767060911.4767532
788,1767060911.5100887
789,1767060911.5434241
790,1767060911.5767593
791,1767060911.6100953
792,1767060911.6434312
793,1767060911.676767
794,1767060911.7767742
795,1767060911.8101091
796,1767060911.8434453
797,1767060911.8767812
798,1767060911.9101171
799,1767060911.9434521
800,1767060911.9767883
801,1767060912.0101242
802,1767060912.0434601
803,1767060912.076795
804,1767060912.1101313
805,1767060912.1434672
806,1767060912.1768022
807,1767060912.2101383
808,1767060912.2434745
809,1767060912.2768104
810,1767060912.3101454
811,1767060912.3434815
812,1767060912.3768175
813,1767060912.3768175
814,1767060912.4434886
815,1767060912.5101604
816,1767060912.5434954
817,1767060912.576831
818,1767060912.6101665
819,1767060912.6435022
820,1767060912.6768367
821,1767060912.7101724
822,1767060912.7435079
823,1767060912.7768424
824,1767060912.8435135
825,1767060912.8768492
826,1767060912.9101837
827,1767060912.943519
828,1767060912.9768548
829,1767060913.043525
830,1767060913.0768604
831,1767060913.1101959
832,1767060913.1101959
833,1767060913.176866
834,1767060913.2102015
835,1767060913.2435372
836,1767060913.2768717
837,1767060913.3102071
838,1767060913.3435426
839,1767060913.3768783
840,1767060913.4102128
841,1767060913.4435482
842,1767060913.4768836
843,1767060913.5102181
844,1767060913.5435538
845,1767060913.5768893
846,1767060913.6102242
847,1767060913.6435587
848,1767060913.6768942
849,1767060913.7102294
850,1767060913.7435648
851,1767060913.7768993
852,1767060913.8102345
853,1767060913.8769042
854,1767060913.9102397
855,1767060913.9435751
856,1767060913.9769104
857,1767060914.0102448
858,1767060914.0769155
859,1767060914.1102498
860,1767060914.1435852
861,1767060914.1435852
862,1767060914.2102559
863,1767060914.24359
864,1767060914.2769256
865,1767060914.3102608
866,1767060914.3769305
867,1767060914.4102657
868,1767060914.4102657
869,1767060914.543606
870,1767060914.610275
871,1767060914.610275
872,1767060914.6769452
873,1767060914.7436144
874,1767060914.7769496
875,1767060914.8102846
876,1767060914.8436189
877,1767060914.8769538
878,1767060914.910289
879,1767060914.943624
880,1767060914.9769583
881,1767060915.0102932
882,1767060915.0436285
883,1767060915.1102974
884,1767060915.1436327
885,1767060915.2103014
886,1767060915.2103014
887,1767060915.2769716
888,1767060915.3103065
889,1767060915.3769755
890,1767060915.4103107
891,1767060915.4436448
892,1767060915.4769797
893,1767060915.4769797
894,1767060915.5769856
895,1767060915.6103215
896,1767060915.6436574
897,1767060915.6769934
898,1767060915.7103283
899,1767060915.7436643
900,1767060915.7770002
901,1767060915.8103352
902,1767060915.843671
903,1767060915.8770072
904,1767060915.9103432
905,1767060915.9436781
906,1767060915.977014
907,1767060916.01035
908,1767060916.0436864
909,1767060916.0770211
910,1767060916.0770211
911,1767060916.1770284
912,1767060916.2103643
913,1767060916.2437005
914,1767060916.2770367
915,1767060916.3103716
916,1767060916.3437078
917,1767060916.3770437
918,1767060916.4437149
919,1767060916.477051
920,1767060916.510387
921,1767060916.577057
922,1767060916.6103923
923,1767060916.6437278
924,1767060916.6770623
925,1767060916.7103977
926,1767060916.7437332
927,1767060916.7770677
928,1767060916.810403
929,1767060916.8437386
930,1767060916.877074
931,1767060916.9104085
932,1767060916.9437437
933,1767060916.9770792
934,1767060917.0104146
935,1767060917.0104146
936,1767060917.0770845
937,1767060917.0770845
938,1767060917.1437542
939,1767060917.1770897
940,1767060917.2104251
941,1767060917.2437606
942,1767060917.3104303
943,1767060917.3437657
944,1767060917.3771012
945,1767060917.4104354
946,1767060917.4437706
947,1767060917.477106
948,1767060917.5437763
949,1767060917.577112
950,1767060917.6104476
951,1767060917.6437824
952,1767060917.6771178
953,1767060917.7104535
954,1767060917.7437892
955,1767060917.777124
956,1767060917.8104596
957,1767060917.8437953
958,1767060917.87713
959,1767060917.9104657
960,1767060917.9438012
961,1767060917.9771369
962,1767060918.0104716
963,1767060918.0438073
964,1767060918.077143
965,1767060918.1104777
966,1767060918.1438134
967,1767060918.1771488
968,1767060918.2104845
969,1767060918.2438192
970,1767060918.2438192
971,1767060918.3104906
972,1767060918.3438265
973,1767060918.377161
974,1767060918.4104965
975,1767060918.4438322
976,1767060918.477167
977,1767060918.5105026
978,1767060918.5771735
979,1767060918.610508
980,1767060918.6438434
981,1767060918.6771786
982,1767060918.710514
983,1767060918.7438486
984,1767060918.7771838
985,1767060918.8438537
986,1767060918.877189
987,1767060918.9105244
988,1767060918.977194
989,1767060919.0105295
990,1767060919.0772002
991,1767060919.1105344
992,1767060919.1438699
993,1767060919.177205
994,1767060919.2105396
995,1767060919.2438748
996,1767060919.2772102
997,1767060919.3105454
998,1767060919.34388
999,1767060919.3772151
1000,1767060919.4105506
1001,1767060919.4105506
1002,1767060919.4772203
1003,1767060919.5105555
1004,1767060919.543891
1005,1767060919.5772252
1006,1767060919.6105604
1007,1767060919.6438956
1008,1767060919.710565
1009,1767060919.7439003
1010,1767060919.7772355
1011,1767060919.8105698
1012,1767060919.843905
1013,1767060919.8772404
1014,1767060919.94391
1015,1767060919.977245
1016,1767060920.0439155
1017,1767060920.0772498
1018,1767060920.110585
1019,1767060920.1439202
1020,1767060920.1772544
1021,1767060920.2105896
1022,1767060920.2439249
1023,1767060920.27726
1024,1767060920.3105943
1025,1767060920.3439295
1026,1767060920.3772647
1027,1767060920.4106
1028,1767060920.4439337
1029,1767060920.477269
1030,1767060920.5106041
1031,1767060920.5439384
1032,1767060920.610617
1033,1767060920.6439562
1034,1767060920.6772945
1035,1767060920.7106335
1036,1767060920.743973
1037,1767060920.777311
1038,1767060920.8106503
1039,1767060920.8773289
1040,1767060920.9106672
1041,1767060920.9440067
1042,1767060920.9440067
1043,1767060921.0106854
1044,1767060921.044024
1045,1767060921.0773633
1046,1767060921.0773633
1047,1767060921.1440413
1048,1767060921.1773808
1049,1767060921.2107205
1050,1767060921.24406
1051,1767060921.3107383
1052,1767060921.3440778
1053,1767060921.3774176
1054,1767060921.410756
1055,1767060921.4440958
1056,1767060921.5107744
1057,1767060921.5107744
1058,1767060921.6107843
1059,1767060921.6107843
1060,1767060921.6774535
1061,1767060921.7107887
1062,1767060921.7774582
1063,1767060921.8107934
1064,1767060921.8441286
1065,1767060921.8774629
1066,1767060921.910798
1067,1767060921.9441333
1068,1767060921.9774685
1069,1767060922.0108027
1070,1767060922.0774732
1071,1767060922.1108072
1072,1767060922.1441424
1073,1767060922.1774776
1074,1767060922.2108128
1075,1767060922.2441468
1076,1767060922.277482
1077,1767060922.3108172
1078,1767060922.3441525
1079,1767060922.4441564
1080,1767060922.4774907
1081,1767060922.5108256
1082,1767060922.5441608
1083,1767060922.577496
1084,1767060922.6108303
1085,1767060922.6441655
1086,1767060922.6775007
1087,1767060922.74417
1088,1767060922.7775052
1089,1767060922.8108404
1090,1767060922.8441746
1091,1767060922.8775096
1092,1767060922.9108448
1093,1767060922.9108448
1094,1767060922.977514
1095,1767060923.0441842
1096,1767060923.0775192
1097,1767060923.1108534
1098,1767060923.1441886
1099,1767060923.1775236
1100,1767060923.2108579
1101,1767060923.2441928
1102,1767060923.310863
1103,1767060923.3441973
1104,1767060923.3775322
1105,1767060923.4442015
1106,1767060923.4775367
1107,1767060923.5108716
1108,1767060923.5108716
1109,1767060923.577542
1110,1767060923.6108785
1111,1767060923.6442149
1112,1767060923.677551
1113,1767060923.7108865
1114,1767060923.7108865
1115,1767060923.7775593
1116,1767060923.8108947
1117,1767060923.8442311
1118,1767060923.8775675
1119,1767060923.9109037
1120,1767060923.9109037
1121,1767060924.0109122
1122,1767060924.0442488
1123,1767060924.0442488
1124,1767060924.1109207
1125,1767060924.144257
1126,1767060924.144257
1127,1767060924.2442653
1128,1767060924.277602
1129,1767060924.3109374
1130,1767060924.3109374
1131,1767060924.410947
1132,1767060924.4442825
1133,1767060924.4776192
1134,1767060924.5109556
1135,1767060924.544291
1136,1767060924.5776258
1137,1767060924.6442955
1138,1767060924.6776292
1139,1767060924.710964
1140,1767060924.7442987
1141,1767060924.7776322
1142,1767060924.7776322
1143,1767060924.8443017
1144,1767060924.8776362
1145,1767060924.91097
1146,1767060924.9443047
1147,1767060924.9776394
1148,1767060925.0109742
1149,1767060925.0443077
1150,1767060925.0776424
1151,1767060925.110977
1152,1767060925.1443105
1153,1767060925.1776452
1154,1767060925.21098
1155,1767060925.2443144
1156,1767060925.2776482
1157,1767060925.3109827
1158,1767060925.3443174
1159,1767060925.377652
1160,1767060925.4109857
1161,1767060925.44432
1162,1767060925.4776547
1163,1767060925.5109882
1164,1767060925.5109882
1165,1767060925.5776582
1166,1767060925.6109936
1167,1767060925.644328
1168,1767060925.710999
1169,1767060925.710999
1170,1767060925.8110044
1171,1767060925.8110044
1172,1767060925.8776743
1173,1767060925.9110098
1174,1767060925.944345
1175,1767060925.9776804
1176,1767060926.011015
1177,1767060926.0443504
1178,1767060926.1110203
1179,1767060926.1443558
1180,1767060926.1776912
1181,1767060926.2110264
1182,1767060926.244361
1183,1767060926.2776964
1184,1767060926.3443673
1185,1767060926.3777018
1186,1767060926.4110372
1187,1767060926.4443724
1188,1767060926.511042
1189,1767060926.5443778
1190,1767060926.5777125
1191,1767060926.6110466
1192,1767060926.6443818
1193,1767060926.6777167
1194,1767060926.7110517
1195,1767060926.7443857
1196,1767060926.777721
1197,1767060926.811056
1198,1767060926.84439
1199,1767060926.9110599
1200,1767060926.9443948
1201,1767060926.9777288
1202,1767060927.0110638
1203,1767060927.0443988
1204,1767060927.0777338
1205,1767060927.1110675
1206,1767060927.1444025
1207,1767060927.1777375
1208,1767060927.2110715
1209,1767060927.2444065
1210,1767060927.2777414
1211,1767060927.3110764
1212,1767060927.3110764
1213,1767060927.3777452
1214,1767060927.4444141
1215,1767060927.4777489
1216,1767060927.5110838
1217,1767060927.5444188
1218,1767060927.577754
1219,1767060927.6110904
1220,1767060927.6777632
1221,1767060927.7110984
1222,1767060927.7444348
1223,1767060927.7777712
1224,1767060927.8111067
1225,1767060927.8777795
1226,1767060927.911116
1227,1767060927.9444513
1228,1767060927.9777877
1229,1767060928.0111244
1230,1767060928.0444608
1231,1767060928.0777962
1232,1767060928.144469
1233,1767060928.1778045
1234,1767060928.2111409
1235,1767060928.2444775
1236,1767060928.277814
1237,1767060928.3111494
1238,1767060928.3444858
1239,1767060928.3778224
1240,1767060928.411159
1241,1767060928.4444945
1242,1767060928.4778311
1243,1767060928.5111675
1244,1767060928.544503
1245,1767060928.611173
1246,1767060928.6445076
1247,1767060928.6778417
1248,1767060928.7111764
1249,1767060928.7111764
1250,1767060928.7778451
1251,1767060928.8111799
1252,1767060928.8445148
1253,1767060928.8778496
1254,1767060928.9111834
1255,1767060928.9445183
1256,1767060929.011188
1257,1767060929.0445218
1258,1767060929.0778565
1259,1767060929.1111915
1260,1767060929.144525
1261,1767060929.1778598
1262,1767060929.2111945
1263,1767060929.2778633
1264,1767060929.311198
1265,1767060929.3445327
1266,1767060929.3778675
1267,1767060929.4112012
1268,1767060929.4112012
