frame_index,timestamp_sec
0,1769388023.1954587
1,1769388023.262128
2,1769388023.3287988
3,1769388023.362133
4,1769388023.3954682
5,1769388023.4288034
6,1769388023.4621387
7,1769388023.4954731
8,1769388023.5288084
9,1769388023.5621443
10,1769388023.595479
11,1769388023.628815
12,1769388023.6621509
13,1769388023.6954868
14,1769388023.7288215
15,1769388023.7621574
16,1769388023.7954934
17,1769388023.8288293
18,1769388023.8621643
19,1769388023.8955002
20,1769388023.962171
21,1769388024.028843
22,1769388024.028843
23,1769388024.1288497
24,1769388024.162186
25,1769388024.1955206
26,1769388024.2288568
27,1769388024.2621927
28,1769388024.2955287
29,1769388024.2955287
30,1769388024.3621995
31,1769388024.3621995
32,1769388024.5288785
33,1769388024.5622144
34,1769388024.6288881
35,1769388024.6288881
36,1769388024.695561
37,1769388024.728898
38,1769388024.7622352
39,1769388024.7622352
40,1769388024.828908
41,1769388024.895582
42,1769388024.928918
43,1769388024.9622552
44,1769388024.9622552
45,1769388025.0622654
46,1769388025.0956025
47,1769388025.0956025
48,1769388025.0956025
49,1769388025.195613
50,1769388025.22895
51,1769388025.2622871
52,1769388025.2956233
53,1769388025.3622975
54,1769388025.3622975
55,1769388025.428971
56,1769388025.4956455
57,1769388025.4956455
58,1769388025.5623155
59,1769388025.5623155
60,1769388025.6623204
61,1769388025.6956558
62,1769388025.6956558
63,1769388025.7623262
64,1769388025.7956607
65,1769388025.7956607
66,1769388025.8623312
67,1769388025.8956656
68,1769388025.9956713
69,1769388026.0290055
70,1769388026.0290055
71,1769388026.0956762
72,1769388026.1290114
73,1769388026.1623456
74,1769388026.1956809
75,1769388026.1956809
76,1769388026.2623506
77,1769388026.2623506
78,1769388026.329021
79,1769388026.3623564
80,1769388026.3623564
81,1769388026.3623564
82,1769388026.529031
83,1769388026.5623667
84,1769388026.5957022
85,1769388026.629037
86,1769388026.629037
87,1769388026.7290437
88,1769388026.7290437
89,1769388026.8290498
90,1769388026.8623846
91,1769388026.89572
92,1769388026.89572
93,1769388026.9623914
94,1769388026.995726
95,1769388027.0290618
96,1769388027.0623972
97,1769388027.095733
98,1769388027.095733
99,1769388027.195739
100,1769388027.195739
101,1769388027.2624092
102,1769388027.295745
103,1769388027.3290806
104,1769388027.3624153
