frame_index,timestamp_sec
0,1766878173.8956604
1,1766878173.9623308
2,1766878173.9623308
3,1766878174.0290012
4,1766878174.062337
5,1766878174.0956726
6,1766878174.1290083
7,1766878174.1623428
8,1766878174.1623428
9,1766878174.2290144
10,1766878174.2623482
11,1766878174.2956831
12,1766878174.329018
13,1766878174.3623528
14,1766878174.3956869
15,1766878174.4623563
16,1766878174.4956913
17,1766878174.529025
18,1766878174.56236
19,1766878174.5956948
20,1766878174.6290288
21,1766878174.6623635
22,1766878174.6956985
23,1766878174.6956985
24,1766878174.7623672
25,1766878174.795702
26,1766878174.829037
27,1766878174.8623717
28,1766878174.8957052
29,1766878174.9290402
30,1766878174.962375
31,1766878174.962375
32,1766878175.0957131
33,1766878175.1290472
34,1766878175.162382
35,1766878175.1957166
36,1766878175.2623856
37,1766878175.2957208
38,1766878175.2957208
39,1766878175.5290644
40,1766878175.5290644
41,1766878175.595734
42,1766878175.6290689
43,1766878175.662404
44,1766878175.695739
45,1766878175.7290733
46,1766878175.7957435
47,1766878175.8290784
48,1766878175.8290784
49,1766878175.8624125
50,1766878175.8957477
51,1766878175.8957477
52,1766878176.0290866
53,1766878176.0624218
54,1766878176.0624218
55,1766878176.0957558
56,1766878176.1290908
57,1766878176.1624258
58,1766878176.195761
59,1766878176.229095
60,1766878176.2624319
61,1766878176.295769
62,1766878176.329105
63,1766878176.3957791
64,1766878176.3957791
65,1766878176.4624524
66,1766878176.4624524
67,1766878176.6291375
68,1766878176.6291375
69,1766878176.6958108
70,1766878176.7624855
71,1766878176.7624855
72,1766878176.8291595
73,1766878176.8291595
74,1766878176.9291706
75,1766878176.962508
76,1766878176.9958458
77,1766878177.1625326
78,1766878177.1958692
79,1766878177.2292068
80,1766878177.2958825
81,1766878177.2958825
82,1766878177.4959116
83,1766878177.5292501
84,1766878177.5625877
85,1766878177.5959263
86,1766878177.6292648
87,1766878177.6292648
88,1766878177.6292648
89,1766878177.6292648
90,1766878178.0293272
91,1766878178.0960054
92,1766878178.0960054
93,1766878178.1960223
94,1766878178.2626905
95,1766878178.2960262
96,1766878178.2960262
97,1766878178.3626974
98,1766878178.4293675
99,1766878178.462703
100,1766878178.4960387
101,1766878178.5627089
102,1766878178.5627089
103,1766878178.6627142
104,1766878178.6960502
105,1766878178.7293856
106,1766878178.76272
107,1766878178.7960556
108,1766878178.8293912
109,1766878178.8293912
110,1766878178.9627326
111,1766878178.996067
112,1766878179.0294027
113,1766878179.0960739
114,1766878179.1294084
115,1766878179.1294084
116,1766878179.1960795
117,1766878179.1960795
118,1766878179.2627501
119,1766878179.2960863
120,1766878179.3294225
121,1766878179.3960936
122,1766878179.3960936
123,1766878179.462766
124,1766878179.462766
125,1766878179.529437
126,1766878179.5627732
127,1766878179.5961082
128,1766878179.6294444
129,1766878179.6627805
130,1766878179.729452
131,1766878179.762788
132,1766878179.7961242
133,1766878179.7961242
134,1766878179.8627956
135,1766878179.8627956
136,1766878179.9961393
137,1766878179.9961393
138,1766878180.062812
139,1766878180.0961473
140,1766878180.1294835
141,1766878180.1628196
142,1766878180.196156
143,1766878180.229491
144,1766878180.229491
145,1766878180.4962387
146,1766878180.5295823
147,1766878180.5629258
148,1766878180.5962687
149,1766878180.629612
150,1766878180.6962986
151,1766878180.7296426
152,1766878180.7629864
153,1766878180.7629864
154,1766878180.8630173
155,1766878180.8630173
156,1766878180.9630487
157,1766878180.9630487
158,1766878181.029737
159,1766878181.0630803
160,1766878181.0964248
161,1766878181.1297693
162,1766878181.2631094
163,1766878181.2964437
164,1766878181.2964437
165,1766878181.3964493
166,1766878181.4297836
167,1766878181.4297836
168,1766878181.496454
169,1766878181.496454
170,1766878181.6631281
171,1766878181.6964633
172,1766878181.7297986
173,1766878181.7631338
174,1766878181.796468
175,1766878181.8298032
176,1766878181.8631384
177,1766878181.8964736
178,1766878181.963143
179,1766878181.9964783
180,1766878181.9964783
181,1766878182.1631532
182,1766878182.2631645
183,1766878182.2965019
184,1766878182.3298397
185,1766878182.3298397
186,1766878182.4298508
187,1766878182.4298508
188,1766878182.5298622
189,1766878182.5631998
190,1766878182.596537
191,1766878182.6298735
192,1766878182.663211
193,1766878182.663211
194,1766878182.7965603
195,1766878182.8298976
196,1766878182.8298976
197,1766878182.9299095
198,1766878182.9299095
199,1766878183.029921
200,1766878183.029921
201,1766878183.1966066
202,1766878183.2299428
203,1766878183.2632756
204,1766878183.29661
205,1766878183.29661
206,1766878183.363278
207,1766878183.3966122
208,1766878183.3966122
209,1766878183.4632807
210,1766878183.4966142
211,1766878183.5299485
212,1766878183.6299505
213,1766878183.6299505
214,1766878183.9299567
215,1766878183.96329
216,1766878183.9966242
217,1766878184.0299585
218,1766878184.0966258
219,1766878184.12996
220,1766878184.12996
221,1766878184.196628
222,1766878184.229962
223,1766878184.263297
224,1766878184.2966323
225,1766878184.3299665
226,1766878184.3633018
227,1766878184.3633018
228,1766878184.4299722
229,1766878184.4633064
230,1766878184.4966416
231,1766878184.4966416
232,1766878184.5966463
233,1766878184.6299815
234,1766878184.6299815
235,1766878184.7299862
236,1766878184.7633214
237,1766878184.7633214
238,1766878184.929995
239,1766878184.929995
240,1766878185.16334
241,1766878185.1966743
242,1766878185.2300098
243,1766878185.2633443
244,1766878185.2966783
245,1766878185.2966783
246,1766878185.463352
247,1766878185.530022
248,1766878185.563356
249,1766878185.563356
250,1766878185.7300296
251,1766878185.7300296
252,1766878185.8967028
253,1766878185.8967028
254,1766878185.9633715
255,1766878185.9633715
256,1766878186.063375
257,1766878186.09671
258,1766878186.09671
259,1766878186.2300487
260,1766878186.2633815
261,1766878186.2633815
262,1766878186.3300507
263,1766878186.3300507
264,1766878186.4300537
265,1766878186.4633882
266,1766878186.4967227
267,1766878186.5300562
268,1766878186.563391
269,1766878186.6300588
270,1766878186.6633933
271,1766878186.6967278
272,1766878186.7300622
273,1766878186.7633958
274,1766878186.7967303
275,1766878186.8300648
276,1766878186.8633993
277,1766878186.8967326
278,1766878186.9967349
279,1766878187.0300694
280,1766878187.0634036
281,1766878187.096738
282,1766878187.1300716
283,1766878187.1634057
284,1766878187.1967402
285,1766878187.1967402
286,1766878187.2634077
287,1766878187.3300765
288,1766878187.3634095
289,1766878187.3634095
290,1766878187.4300778
291,1766878187.4967453
292,1766878187.5300796
293,1766878187.596747
294,1766878187.6300807
295,1766878187.663415
296,1766878187.696749
297,1766878187.7300823
298,1766878187.7634163
299,1766878187.7967505
300,1766878187.8300846
301,1766878187.8634174
302,1766878187.8967514
303,1766878187.9300854
304,1766878187.9634187
305,1766878187.9634187
306,1766878188.0300868
307,1766878188.0300868
308,1766878188.0967534
309,1766878188.1300874
310,1766878188.1634214
311,1766878188.1967554
312,1766878188.230089
313,1766878188.2634225
314,1766878188.2967565
315,1766878188.3300898
316,1766878188.396758
317,1766878188.396758
318,1766878188.4634252
319,1766878188.4967592
320,1766878188.5300932
321,1766878188.5634272
322,1766878188.5967603
323,1766878188.6300943
324,1766878188.6300943
325,1766878188.6967611
326,1766878188.7634292
327,1766878188.7967632
328,1766878188.8300962
329,1766878188.86343
330,1766878188.8967638
331,1766878188.9300969
332,1766878188.9634306
333,1766878188.9967647
334,1766878189.0300984
335,1766878189.0634315
336,1766878189.1300988
337,1766878189.1634328
338,1766878189.2301
339,1766878189.2634342
340,1766878189.2967672
341,1766878189.3301017
342,1766878189.363436
343,1766878189.3967705
344,1766878189.4301038
345,1766878189.463438
346,1766878189.4967725
347,1766878189.5301068
348,1766878189.5634398
349,1766878189.596774
350,1766878189.6301086
351,1766878189.663442
352,1766878189.6967762
353,1766878189.7301104
354,1766878189.7634447
355,1766878189.8301117
356,1766878189.863446
357,1766878189.8967803
358,1766878189.9634476
359,1766878189.9967818
360,1766878190.030115
361,1766878190.063449
362,1766878190.0967832
363,1766878190.1301172
364,1766878190.1967845
365,1766878190.230119
366,1766878190.2634518
367,1766878190.2967863
368,1766878190.3301208
369,1766878190.3967886
370,1766878190.4301229
371,1766878190.4634573
372,1766878190.4967916
373,1766878190.5301247
374,1766878190.5967934
375,1766878190.6301267
376,1766878190.6634612
377,1766878190.6967955
378,1766878190.7301297
379,1766878190.7634628
380,1766878190.796797
381,1766878190.8634655
382,1766878190.8967988
383,1766878190.930133
384,1766878190.9634671
385,1766878190.9634671
386,1766878191.0301344
387,1766878191.0634687
388,1766878191.0968027
389,1766878191.130136
390,1766878191.16347
391,1766878191.1968043
392,1766878191.2301388
393,1766878191.263472
394,1766878191.296807
395,1766878191.3301418
396,1766878191.3634756
397,1766878191.430145
398,1766878191.4634798
399,1766878191.4968135
400,1766878191.5301485
401,1766878191.5634832
402,1766878191.6301515
403,1766878191.6301515
404,1766878191.7301545
405,1766878191.7634892
406,1766878191.796824
407,1766878191.8634925
408,1766878191.8968272
409,1766878191.930162
410,1766878191.9634953
411,1766878191.99683
412,1766878192.0301647
413,1766878192.0634992
414,1766878192.096833
415,1766878192.1301677
416,1766878192.1635022
417,1766878192.196837
418,1766878192.2301707
419,1766878192.2301707
420,1766878192.3301725
421,1766878192.363507
422,1766878192.3968413
423,1766878192.4301758
424,1766878192.463509
425,1766878192.4968433
426,1766878192.5301778
427,1766878192.5635118
428,1766878192.5968451
429,1766878192.6301794
430,1766878192.6968472
431,1766878192.7301815
432,1766878192.7635157
433,1766878192.79685
434,1766878192.830183
435,1766878192.8635173
436,1766878192.8968515
437,1766878192.9301846
438,1766878192.9635189
439,1766878192.996853
440,1766878193.0301874
441,1766878193.0301874
442,1766878193.0968544
443,1766878193.1301887
444,1766878193.1635227
445,1766878193.196856
446,1766878193.2635248
447,1766878193.296858
448,1766878193.3301923
449,1766878193.3635268
450,1766878193.396861
451,1766878193.4301944
452,1766878193.4635289
453,1766878193.4635289
454,1766878193.5301974
455,1766878193.5635307
